# t ax ay az trailx traily trailz
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
1.000000 120.000000 -0.000000 -0.000000 106.136253 0.000000 1.948448
